experiment,well,celltype,analyte,nocodazole_dose_ng_ml,treatment,dose_uM,time_in_noc_min,aim,cell_id,data_table,complete,imin,imax,tstep,comment,curated,meta,ana
2640,B3,HeLa,Securin-eGFP,100,RNAi-Allstar-washout + Flavopiridol,20,138,acute SAC abrogation in different transfection controls,2640_B3S1 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2640/B3S1 (2).csv,1,6,45,1,no comment,1,0,0
2640,B3,HeLa,Securin-eGFP,100,RNAi-Allstar-washout + Flavopiridol,20,138,acute SAC abrogation in different transfection controls,2640_B3S2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2640/B3S2.csv,1,6,45,1,no comment,1,0,0
2640,B3,HeLa,Securin-eGFP,100,RNAi-Allstar-washout + Flavopiridol,20,138,acute SAC abrogation in different transfection controls,2640_B3S2 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2640/B3S2 (2).csv,1,6,45,1,high steady state,1,0,0
2640,B3,HeLa,Securin-eGFP,100,RNAi-Allstar-washout + Flavopiridol,20,138,acute SAC abrogation in different transfection controls,2640_B3S2 (3),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2640/B3S2 (3).csv,1,6,45,1,no comment,1,0,0
2640,B4,HeLa,Securin-eGFP,100,RNAi-LaminA/C + Flavopiridol,20,280,acute SAC abrogation in different transfection controls,2640_B4S3,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2640/B4S3.csv,1,6,45,1,no comment,1,0,0
2640,B4,HeLa,Securin-eGFP,100,RNAi-LaminA/C + Flavopiridol,20,280,acute SAC abrogation in different transfection controls,2640_B4S3 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2640/B4S3 (2).csv,1,6,45,1,no comment,1,0,0
2640,B4,HeLa,Securin-eGFP,100,RNAi-LaminA/C + Flavopiridol,20,280,acute SAC abrogation in different transfection controls,2640_B4S3 (3),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2640/B4S3 (3).csv,1,6,45,1,no comment,1,0,0
2640,B4,HeLa,Securin-eGFP,100,RNAi-LaminA/C + Flavopiridol,20,280,acute SAC abrogation in different transfection controls,2640_B4S3 (4),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2640/B4S3 (4).csv,1,6,45,1,no comment,1,0,0
2640,B4,HeLa,Securin-eGFP,100,RNAi-LaminA/C + Flavopiridol,20,280,acute SAC abrogation in different transfection controls,2640_B4S3 (5),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2640/B4S3 (5).csv,1,6,45,1,no comment,1,0,0
2640,B6,HeLa,Securin-eGFP,100,RNAi-transfection + Flavopiridol,20,76,acute SAC abrogation in different transfection controls,2640_B6S1,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2640/B6S1.csv,1,6,45,1,no comment,1,0,0
2640,B6,HeLa,Securin-eGFP,100,RNAi-transfection + Flavopiridol,20,76,acute SAC abrogation in different transfection controls,2640_B6S1 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2640/B6S1 (2).csv,1,6,45,1,no comment,1,0,0
2640,B6,HeLa,Securin-eGFP,100,RNAi-transfection + Flavopiridol,20,76,acute SAC abrogation in different transfection controls,2640_B6S2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2640/B6S2.csv,1,6,45,1,no comment,1,0,0
2640,B6,HeLa,Securin-eGFP,100,RNAi-transfection + Flavopiridol,20,76,acute SAC abrogation in different transfection controls,2640_B6S2 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2640/B6S2 (2).csv,1,6,45,1,no comment,1,0,0
2640,B6,HeLa,Securin-eGFP,100,RNAi-transfection + Flavopiridol,20,76,acute SAC abrogation in different transfection controls,2640_B6S2 (3),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2640/B6S2 (3).csv,1,6,45,1,no comment,1,0,0
2640,C5,HeLa,Securin-eGFP,100,untreated + Flavopiridol,20,172,acute SAC abrogation in different transfection controls,2640_C5S1,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2640/C5S1.csv,1,6,45,1,no comment,1,0,0
2640,C5,HeLa,Securin-eGFP,100,untreated + Flavopiridol,20,172,acute SAC abrogation in different transfection controls,2640_C5S1 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2640/C5S1 (2).csv,1,6,45,1,no comment,1,0,0
2640,C5,HeLa,Securin-eGFP,100,untreated + Flavopiridol,20,172,acute SAC abrogation in different transfection controls,2640_C5S1 (3),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2640/C5S1 (3).csv,1,6,45,1,no comment,1,0,0
2640,C5,HeLa,Securin-eGFP,100,untreated + Flavopiridol,20,172,acute SAC abrogation in different transfection controls,2640_C5S1 (4),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2640/C5S1 (4).csv,1,6,45,1,no comment,1,0,0
2640,C5,HeLa,Securin-eGFP,100,untreated + Flavopiridol,20,172,acute SAC abrogation in different transfection controls,2640_C5S1 (5),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2640/C5S1 (5).csv,1,6,45,1,no comment,1,0,0
2672,B3,HeLa,Securin-eGFP,100,Flavopiridol,20,319,test acute SAC abrogation with increasing CDK inhibition,2672_B3S1,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2672/B3S1.csv,1,6,45,1,no comment,1,0,0
2672,B3,HeLa,Securin-eGFP,100,Flavopiridol,20,319,test acute SAC abrogation with increasing CDK inhibition,2672_B3S1-2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2672/B3S1-2.csv,1,6,45,1,high steady state,1,0,0
2672,B3,HeLa,Securin-eGFP,100,Flavopiridol,20,319,test acute SAC abrogation with increasing CDK inhibition,2672_B3S1-3,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2672/B3S1-3.csv,1,6,45,1,high steady state,1,0,0
2672,C3,HeLa,Securin-eGFP,100,Flavopiridol,20,85,test acute SAC abrogation with increasing CDK inhibition,2672_C3S1,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2672/C3S1.csv,1,6,45,1,no comment,1,0,0
2672,C3,HeLa,Securin-eGFP,100,Flavopiridol,20,85,test acute SAC abrogation with increasing CDK inhibition,2672_C3S1-2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2672/C3S1-2.csv,1,6,45,1,no comment,1,0,0
2672,C3,HeLa,Securin-eGFP,100,Flavopiridol,20,85,test acute SAC abrogation with increasing CDK inhibition,2672_C3S1-3,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2672/C3S1-3.csv,1,6,45,1,no comment,1,0,0
2672,E2,HeLa,Securin-eGFP,100,Flavopiridol,10,131,test acute SAC abrogation with increasing CDK inhibition,2672_E2S1,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2672/E2S1.csv,1,6,45,1,no comment,1,0,0
2672,E2,HeLa,Securin-eGFP,100,Flavopiridol,10,131,test acute SAC abrogation with increasing CDK inhibition,2672_E2S1-2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2672/E2S1-2.csv,1,6,45,1,no comment,1,0,0
2672,E2,HeLa,Securin-eGFP,100,Flavopiridol,10,131,test acute SAC abrogation with increasing CDK inhibition,2672_E2S1-3,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2672/E2S1-3.csv,1,6,45,1,no comment,1,0,0
2672,F2,HeLa,Securin-eGFP,100,Flavopiridol,5,177,test acute SAC abrogation with increasing CDK inhibition,2672_F2S1,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2672/F2S1.csv,0,0,45,0,"onset visible, but not imaged long enough",1,0,0
2672,F2,HeLa,Securin-eGFP,100,Flavopiridol,5,177,test acute SAC abrogation with increasing CDK inhibition,2672_F2S1-2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2672/F2S1-2.csv,0,0,45,0,"onset visible, but not imaged long enough",1,0,0
2672,F2,HeLa,Securin-eGFP,100,Flavopiridol,5,177,test acute SAC abrogation with increasing CDK inhibition,2672_F2S1-3,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2672/F2S1-3.csv,0,0,45,0,"onset visible, but not imaged long enough",1,0,0
2672,F2,HeLa,Securin-eGFP,100,Flavopiridol,5,177,test acute SAC abrogation with increasing CDK inhibition,2672_F2S1-4,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2672/F2S1-4.csv,0,0,45,0,"onset visible, but not imaged long enough",1,0,0
2672,F2,HeLa,Securin-eGFP,100,Flavopiridol,5,177,test acute SAC abrogation with increasing CDK inhibition,2672_F2S1-5,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2672/F2S1-5.csv,0,0,45,0,"onset visible, but not imaged long enough",1,0,0
2672,F2,HeLa,Securin-eGFP,100,Flavopiridol,5,177,test acute SAC abrogation with increasing CDK inhibition,2672_F2S1-6,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2672/F2S1-6.csv,1,6,45,1,no comment,1,0,0
2672,F2,HeLa,Securin-eGFP,100,Flavopiridol,5,177,test acute SAC abrogation with increasing CDK inhibition,2672_F2S2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2672/F2S2.csv,1,6,45,1,no comment,1,0,0
2672,F2,HeLa,Securin-eGFP,100,Flavopiridol,5,177,test acute SAC abrogation with increasing CDK inhibition,2672_F2S2-2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2672/F2S2-2.csv,0,0,45,0,"onset visible, but not imaged long enough",1,0,0
2672,F2,HeLa,Securin-eGFP,100,Flavopiridol,5,177,test acute SAC abrogation with increasing CDK inhibition,2672_F2S2-3,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2672/F2S2-3.csv,1,6,45,1,"onset visible, but not imaged long enough",1,0,0
2672,F2,HeLa,Securin-eGFP,100,Flavopiridol,5,177,test acute SAC abrogation with increasing CDK inhibition,2672_F2S2-4,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2672/F2S2-4.csv,0,0,45,0,"onset visible, but not imaged long enough",1,0,0
2672,F3,HeLa,Securin-eGFP,100,Flavopiridol,2.5,222,test acute SAC abrogation with increasing CDK inhibition,2672_F3S1,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2672/F3S1.csv,0,0,0,0,no comment,1,0,0
2672,F3,HeLa,Securin-eGFP,100,Flavopiridol,2.5,222,test acute SAC abrogation with increasing CDK inhibition,2672_F3S1 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2672/F3S1 (2).csv,0,0,0,0,no comment,1,0,0
2672,F3,HeLa,Securin-eGFP,100,Flavopiridol,2.5,222,test acute SAC abrogation with increasing CDK inhibition,2672_F3S1 (3),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2672/F3S1 (3).csv,0,0,0,0,no comment,1,0,0
2672,F3,HeLa,Securin-eGFP,100,Flavopiridol,2.5,222,test acute SAC abrogation with increasing CDK inhibition,2672_F3S1 (4),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2672/F3S1 (4).csv,0,0,0,0,no comment,1,0,0
2692,C5,HeLa,Securin-eGFP,100,RO-3306,13.3,80,test acute SAC abrogation with increasing CDK1 inhibition,2692_C5S1,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/C5S1.csv,1,6,40,1,manual cutoff,1,0,0
2692,C5,HeLa,Securin-eGFP,100,RO-3306,13.3,80,test acute SAC abrogation with increasing CDK1 inhibition,2692_C5S1 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/C5S1 (2).csv,1,6,41,1,manual cutoff,1,0,0
2692,C5,HeLa,Securin-eGFP,100,RO-3306,13.3,80,test acute SAC abrogation with increasing CDK1 inhibition,2692_C5S1 (3),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/C5S1 (3).csv,1,6,41,1,manual cutoff,1,0,0
2692,C6,HeLa,Securin-eGFP,100,noc_only,0,504,test acute SAC abrogation with increasing CDK1 inhibition,2692_C6S1,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/C6S1.csv,0,0,300,0,"onset visible, but not imaged long enough",1,0,0
2692,C6,HeLa,Securin-eGFP,100,noc_only,0,504,test acute SAC abrogation with increasing CDK1 inhibition,2692_C6S1 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/C6S1 (2).csv,0,0,300,0,"onset visible, but not imaged long enough",1,0,0
2692,C6,HeLa,Securin-eGFP,100,noc_only,0,504,test acute SAC abrogation with increasing CDK1 inhibition,2692_C6S1 (3),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/C6S1 (3).csv,0,0,300,0,"onset visible, but not imaged long enough",1,0,0
2692,C6,HeLa,Securin-eGFP,100,noc_only,0,504,test acute SAC abrogation with increasing CDK1 inhibition,2692_C6S1 (4),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/C6S1 (4).csv,0,0,300,0,"onset visible, but not imaged long enough",1,0,0
2692,D5,HeLa,Securin-eGFP,100,RO-3306,6.6,120,test acute SAC abrogation with increasing CDK1 inhibition,2692_D5S1,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/D5S1.csv,1,6,45,1,no comment,1,0,0
2692,D5,HeLa,Securin-eGFP,100,RO-3306,6.6,120,test acute SAC abrogation with increasing CDK1 inhibition,2692_D5S1 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/D5S1 (2).csv,1,6,45,1,no comment,1,0,0
2692,D5,HeLa,Securin-eGFP,100,RO-3306,6.6,120,test acute SAC abrogation with increasing CDK1 inhibition,2692_D5S3,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/D5S3.csv,1,6,45,1,no comment,1,0,0
2692,D5,HeLa,Securin-eGFP,100,RO-3306,6.6,120,test acute SAC abrogation with increasing CDK1 inhibition,2692_D5S3 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/D5S3 (2).csv,1,6,45,1,no comment,1,0,0
2692,D6,HeLa,Securin-eGFP,100,RO-3306,0.8,418,test acute SAC abrogation with increasing CDK1 inhibition,2692_D6S1,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/D6S1.csv,0,0,85,0,"onset visible, but not imaged long enough",1,0,0
2692,D6,HeLa,Securin-eGFP,100,RO-3306,0.8,418,test acute SAC abrogation with increasing CDK1 inhibition,2692_D6S1 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/D6S1 (2).csv,0,0,85,0,not imaged long enough,1,0,0
2692,D6,HeLa,Securin-eGFP,100,RO-3306,0.8,418,test acute SAC abrogation with increasing CDK1 inhibition,2692_D6S1 (3),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/D6S1 (3).csv,0,0,85,0,"onset visible, but not imaged long enough",1,0,0
2692,D6,HeLa,Securin-eGFP,100,RO-3306,0.8,418,test acute SAC abrogation with increasing CDK1 inhibition,2692_D6S1 (4),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/D6S1 (4).csv,0,0,85,0,"onset visible, but not imaged long enough",1,0,0
2692,F5,HeLa,Securin-eGFP,100,RO-3306,3.3,166,test acute SAC abrogation with increasing CDK1 inhibition,2692_F5S1,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/F5S1.csv,1,6,85,1,no comment,1,0,0
2692,F5,HeLa,Securin-eGFP,100,RO-3306,3.3,166,test acute SAC abrogation with increasing CDK1 inhibition,2692_F5S1 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/F5S1 (2).csv,0,0,85,0,"onset visible, but not imaged long enough",1,0,0
2692,F5,HeLa,Securin-eGFP,100,RO-3306,3.3,166,test acute SAC abrogation with increasing CDK1 inhibition,2692_F5S1 (3),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/F5S1 (3).csv,1,6,85,1,no comment,1,0,0
2692,F5,HeLa,Securin-eGFP,100,RO-3306,3.3,166,test acute SAC abrogation with increasing CDK1 inhibition,2692_F5S2,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/F5S2.csv,1,6,85,1,no comment,1,0,0
2692,F5,HeLa,Securin-eGFP,100,RO-3306,3.3,166,test acute SAC abrogation with increasing CDK1 inhibition,2692_F5S2 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/F5S2 (2).csv,0,0,85,0,"onset visible, but not imaged long enough",1,0,0
2692,F5,HeLa,Securin-eGFP,100,RO-3306,3.3,166,test acute SAC abrogation with increasing CDK1 inhibition,2692_F5S2 (3),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/F5S2 (3).csv,1,6,85,1,no comment,1,0,0
2692,F5,HeLa,Securin-eGFP,100,RO-3306,3.3,166,test acute SAC abrogation with increasing CDK1 inhibition,2692_F5S3,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/F5S3.csv,1,6,85,1,no comment,1,0,0
2692,F5,HeLa,Securin-eGFP,100,RO-3306,3.3,166,test acute SAC abrogation with increasing CDK1 inhibition,2692_F5S3 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/F5S3 (2).csv,1,6,85,1,no comment,1,0,0
2692,G6,HeLa,Securin-eGFP,100,RO-3306,1.7,254,test acute SAC abrogation with increasing CDK1 inhibition,2692_G6S1,/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/G6S1.csv,0,0,85,0,"onset visible, but not imaged long enough",1,0,0
2692,G6,HeLa,Securin-eGFP,100,RO-3306,1.7,254,test acute SAC abrogation with increasing CDK1 inhibition,2692_G6S1 (2),/home/nbuser/thesis-notebooks/Chapter5/data/extracted/2692/G6S1 (2).csv,0,0,85,0,"onset visible, but not imaged long enough",1,0,0
