"experiment","well","celltype","analyte","nocodazole_dose_ng_ml","treatment","dose_uM","time_in_noc_min","aim","cell_id","data_table"
2016,"D02","HeLa","Securin-eGFP",0,"RNAi-Allstar",0.0,0,"??? were missing","2016_D02 (7)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2016/D02 (7).csv"
2016,"D05","HeLa","Securin-eGFP",0,"RNAi-Allstar",0.0,0,"??? were missing","2016_D05","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2016/D05.csv"
2640,"B2","HeLa","Securin-eGFP",100,"RNAi-Allstar + Flavopiridol",20.0,234,"acute SAC abrogation in different transfection controls","2640_B2S1","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2640/B2S1.csv"
2640,"B2","HeLa","Securin-eGFP",100,"RNAi-Allstar + Flavopiridol",20.0,234,"acute SAC abrogation in different transfection controls","2640_B2S1 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2640/B2S1 (2).csv"
2640,"B2","HeLa","Securin-eGFP",100,"RNAi-Allstar + Flavopiridol",20.0,234,"acute SAC abrogation in different transfection controls","2640_B2S1 (3)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2640/B2S1 (3).csv"
2640,"B2","HeLa","Securin-eGFP",100,"RNAi-Allstar + Flavopiridol",20.0,234,"acute SAC abrogation in different transfection controls","2640_B2S1 (4)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2640/B2S1 (4).csv"
2640,"B2","HeLa","Securin-eGFP",100,"RNAi-Allstar + Flavopiridol",20.0,234,"acute SAC abrogation in different transfection controls","2640_B2S2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2640/B2S2.csv"
2640,"B3","HeLa","Securin-eGFP",100,"RNAi-Allstar-washout + Flavopiridol",20.0,138,"acute SAC abrogation in different transfection controls","2640_B3S1","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2640/B3S1.csv"
2640,"B3","HeLa","Securin-eGFP",100,"RNAi-Allstar-washout + Flavopiridol",20.0,138,"acute SAC abrogation in different transfection controls","2640_B3S1 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2640/B3S1 (2).csv"
2640,"B3","HeLa","Securin-eGFP",100,"RNAi-Allstar-washout + Flavopiridol",20.0,138,"acute SAC abrogation in different transfection controls","2640_B3S2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2640/B3S2.csv"
2640,"B3","HeLa","Securin-eGFP",100,"RNAi-Allstar-washout + Flavopiridol",20.0,138,"acute SAC abrogation in different transfection controls","2640_B3S2 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2640/B3S2 (2).csv"
2640,"B3","HeLa","Securin-eGFP",100,"RNAi-Allstar-washout + Flavopiridol",20.0,138,"acute SAC abrogation in different transfection controls","2640_B3S2 (3)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2640/B3S2 (3).csv"
2640,"B4","HeLa","Securin-eGFP",100,"RNAi-LaminA/C + Flavopiridol",20.0,280,"acute SAC abrogation in different transfection controls","2640_B4S3","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2640/B4S3.csv"
2640,"B4","HeLa","Securin-eGFP",100,"RNAi-LaminA/C + Flavopiridol",20.0,280,"acute SAC abrogation in different transfection controls","2640_B4S3 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2640/B4S3 (2).csv"
2640,"B4","HeLa","Securin-eGFP",100,"RNAi-LaminA/C + Flavopiridol",20.0,280,"acute SAC abrogation in different transfection controls","2640_B4S3 (3)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2640/B4S3 (3).csv"
2640,"B4","HeLa","Securin-eGFP",100,"RNAi-LaminA/C + Flavopiridol",20.0,280,"acute SAC abrogation in different transfection controls","2640_B4S3 (4)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2640/B4S3 (4).csv"
2640,"B4","HeLa","Securin-eGFP",100,"RNAi-LaminA/C + Flavopiridol",20.0,280,"acute SAC abrogation in different transfection controls","2640_B4S3 (5)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2640/B4S3 (5).csv"
2640,"B6","HeLa","Securin-eGFP",100,"RNAi-transfection + Flavopiridol",20.0,76,"acute SAC abrogation in different transfection controls","2640_B6S1","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2640/B6S1.csv"
2640,"B6","HeLa","Securin-eGFP",100,"RNAi-transfection + Flavopiridol",20.0,76,"acute SAC abrogation in different transfection controls","2640_B6S1 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2640/B6S1 (2).csv"
2640,"B6","HeLa","Securin-eGFP",100,"RNAi-transfection + Flavopiridol",20.0,76,"acute SAC abrogation in different transfection controls","2640_B6S2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2640/B6S2.csv"
2640,"B6","HeLa","Securin-eGFP",100,"RNAi-transfection + Flavopiridol",20.0,76,"acute SAC abrogation in different transfection controls","2640_B6S2 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2640/B6S2 (2).csv"
2640,"B6","HeLa","Securin-eGFP",100,"RNAi-transfection + Flavopiridol",20.0,76,"acute SAC abrogation in different transfection controls","2640_B6S2 (3)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2640/B6S2 (3).csv"
2640,"C5","HeLa","Securin-eGFP",100,"untreated + Flavopiridol",20.0,172,"acute SAC abrogation in different transfection controls","2640_C5S1","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2640/C5S1.csv"
2640,"C5","HeLa","Securin-eGFP",100,"untreated + Flavopiridol",20.0,172,"acute SAC abrogation in different transfection controls","2640_C5S1 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2640/C5S1 (2).csv"
2640,"C5","HeLa","Securin-eGFP",100,"untreated + Flavopiridol",20.0,172,"acute SAC abrogation in different transfection controls","2640_C5S1 (3)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2640/C5S1 (3).csv"
2640,"C5","HeLa","Securin-eGFP",100,"untreated + Flavopiridol",20.0,172,"acute SAC abrogation in different transfection controls","2640_C5S1 (4)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2640/C5S1 (4).csv"
2640,"C5","HeLa","Securin-eGFP",100,"untreated + Flavopiridol",20.0,172,"acute SAC abrogation in different transfection controls","2640_C5S1 (5)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2640/C5S1 (5).csv"
2672,"B3","HeLa","Securin-eGFP",100,"Flavopiridol",20.0,319,"test acute SAC abrogation with increasing CDK inhibition","2672_B3S1","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2672/B3S1.csv"
2672,"B3","HeLa","Securin-eGFP",100,"Flavopiridol",20.0,319,"test acute SAC abrogation with increasing CDK inhibition","2672_B3S1-2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2672/B3S1-2.csv"
2672,"B3","HeLa","Securin-eGFP",100,"Flavopiridol",20.0,319,"test acute SAC abrogation with increasing CDK inhibition","2672_B3S1-3","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2672/B3S1-3.csv"
2672,"C3","HeLa","Securin-eGFP",100,"Flavopiridol",20.0,85,"test acute SAC abrogation with increasing CDK inhibition","2672_C3S1","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2672/C3S1.csv"
2672,"C3","HeLa","Securin-eGFP",100,"Flavopiridol",20.0,85,"test acute SAC abrogation with increasing CDK inhibition","2672_C3S1-2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2672/C3S1-2.csv"
2672,"C3","HeLa","Securin-eGFP",100,"Flavopiridol",20.0,85,"test acute SAC abrogation with increasing CDK inhibition","2672_C3S1-3","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2672/C3S1-3.csv"
2672,"E2","HeLa","Securin-eGFP",100,"Flavopiridol",10.0,131,"test acute SAC abrogation with increasing CDK inhibition","2672_E2S1","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2672/E2S1.csv"
2672,"E2","HeLa","Securin-eGFP",100,"Flavopiridol",10.0,131,"test acute SAC abrogation with increasing CDK inhibition","2672_E2S1-2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2672/E2S1-2.csv"
2672,"E2","HeLa","Securin-eGFP",100,"Flavopiridol",10.0,131,"test acute SAC abrogation with increasing CDK inhibition","2672_E2S1-3","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2672/E2S1-3.csv"
2672,"F2","HeLa","Securin-eGFP",100,"Flavopiridol",5.0,177,"test acute SAC abrogation with increasing CDK inhibition","2672_F2S1","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2672/F2S1.csv"
2672,"F2","HeLa","Securin-eGFP",100,"Flavopiridol",5.0,177,"test acute SAC abrogation with increasing CDK inhibition","2672_F2S1-2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2672/F2S1-2.csv"
2672,"F2","HeLa","Securin-eGFP",100,"Flavopiridol",5.0,177,"test acute SAC abrogation with increasing CDK inhibition","2672_F2S1-3","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2672/F2S1-3.csv"
2672,"F2","HeLa","Securin-eGFP",100,"Flavopiridol",5.0,177,"test acute SAC abrogation with increasing CDK inhibition","2672_F2S1-4","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2672/F2S1-4.csv"
2672,"F2","HeLa","Securin-eGFP",100,"Flavopiridol",5.0,177,"test acute SAC abrogation with increasing CDK inhibition","2672_F2S1-5","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2672/F2S1-5.csv"
2672,"F2","HeLa","Securin-eGFP",100,"Flavopiridol",5.0,177,"test acute SAC abrogation with increasing CDK inhibition","2672_F2S1-6","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2672/F2S1-6.csv"
2672,"F2","HeLa","Securin-eGFP",100,"Flavopiridol",5.0,177,"test acute SAC abrogation with increasing CDK inhibition","2672_F2S2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2672/F2S2.csv"
2672,"F2","HeLa","Securin-eGFP",100,"Flavopiridol",5.0,177,"test acute SAC abrogation with increasing CDK inhibition","2672_F2S2-2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2672/F2S2-2.csv"
2672,"F2","HeLa","Securin-eGFP",100,"Flavopiridol",5.0,177,"test acute SAC abrogation with increasing CDK inhibition","2672_F2S2-3","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2672/F2S2-3.csv"
2672,"F2","HeLa","Securin-eGFP",100,"Flavopiridol",5.0,177,"test acute SAC abrogation with increasing CDK inhibition","2672_F2S2-4","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2672/F2S2-4.csv"
2672,"F3","HeLa","Securin-eGFP",100,"Flavopiridol",2.5,222,"test acute SAC abrogation with increasing CDK inhibition","2672_F3S1","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2672/F3S1.csv"
2672,"F3","HeLa","Securin-eGFP",100,"Flavopiridol",2.5,222,"test acute SAC abrogation with increasing CDK inhibition","2672_F3S1 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2672/F3S1 (2).csv"
2672,"F3","HeLa","Securin-eGFP",100,"Flavopiridol",2.5,222,"test acute SAC abrogation with increasing CDK inhibition","2672_F3S1 (3)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2672/F3S1 (3).csv"
2672,"F3","HeLa","Securin-eGFP",100,"Flavopiridol",2.5,222,"test acute SAC abrogation with increasing CDK inhibition","2672_F3S1 (4)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2672/F3S1 (4).csv"
2692,"C5","HeLa","Securin-eGFP",100,"RO-3306",13.3,80,"test acute SAC abrogation with increasing CDK1 inhibition","2692_C5S1","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/C5S1.csv"
2692,"C5","HeLa","Securin-eGFP",100,"RO-3306",13.3,80,"test acute SAC abrogation with increasing CDK1 inhibition","2692_C5S1 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/C5S1 (2).csv"
2692,"C5","HeLa","Securin-eGFP",100,"RO-3306",13.3,80,"test acute SAC abrogation with increasing CDK1 inhibition","2692_C5S1 (3)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/C5S1 (3).csv"
2692,"C6","HeLa","Securin-eGFP",100,"noc_only",0.0,504,"test acute SAC abrogation with increasing CDK1 inhibition","2692_C6S1","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/C6S1.csv"
2692,"C6","HeLa","Securin-eGFP",100,"noc_only",0.0,504,"test acute SAC abrogation with increasing CDK1 inhibition","2692_C6S1 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/C6S1 (2).csv"
2692,"C6","HeLa","Securin-eGFP",100,"noc_only",0.0,504,"test acute SAC abrogation with increasing CDK1 inhibition","2692_C6S1 (3)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/C6S1 (3).csv"
2692,"C6","HeLa","Securin-eGFP",100,"noc_only",0.0,504,"test acute SAC abrogation with increasing CDK1 inhibition","2692_C6S1 (4)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/C6S1 (4).csv"
2692,"D5","HeLa","Securin-eGFP",100,"RO-3306",6.6,120,"test acute SAC abrogation with increasing CDK1 inhibition","2692_D5S1","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/D5S1.csv"
2692,"D5","HeLa","Securin-eGFP",100,"RO-3306",6.6,120,"test acute SAC abrogation with increasing CDK1 inhibition","2692_D5S1 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/D5S1 (2).csv"
2692,"D5","HeLa","Securin-eGFP",100,"RO-3306",6.6,120,"test acute SAC abrogation with increasing CDK1 inhibition","2692_D5S3","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/D5S3.csv"
2692,"D5","HeLa","Securin-eGFP",100,"RO-3306",6.6,120,"test acute SAC abrogation with increasing CDK1 inhibition","2692_D5S3 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/D5S3 (2).csv"
2692,"D6","HeLa","Securin-eGFP",100,"RO-3306",0.8,418,"test acute SAC abrogation with increasing CDK1 inhibition","2692_D6S1","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/D6S1.csv"
2692,"D6","HeLa","Securin-eGFP",100,"RO-3306",0.8,418,"test acute SAC abrogation with increasing CDK1 inhibition","2692_D6S1 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/D6S1 (2).csv"
2692,"D6","HeLa","Securin-eGFP",100,"RO-3306",0.8,418,"test acute SAC abrogation with increasing CDK1 inhibition","2692_D6S1 (3)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/D6S1 (3).csv"
2692,"D6","HeLa","Securin-eGFP",100,"RO-3306",0.8,418,"test acute SAC abrogation with increasing CDK1 inhibition","2692_D6S1 (4)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/D6S1 (4).csv"
2692,"F5","HeLa","Securin-eGFP",100,"RO-3306",3.3,166,"test acute SAC abrogation with increasing CDK1 inhibition","2692_F5S1","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/F5S1.csv"
2692,"F5","HeLa","Securin-eGFP",100,"RO-3306",3.3,166,"test acute SAC abrogation with increasing CDK1 inhibition","2692_F5S1 (2)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/F5S1 (2).csv"
2692,"F5","HeLa","Securin-eGFP",100,"RO-3306",3.3,166,"test acute SAC abrogation with increasing CDK1 inhibition","2692_F5S1 (3)","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/F5S1 (3).csv"
2692,"F5","HeLa","Securin-eGFP",100,"RO-3306",3.3,166,"test acute SAC abrogation with increasing CDK1 inhibition","2692_F5S2","/home/luki/Documents/Code/Coding/amalieModelling_Project/Data/SAC_Project_2015-11-01/DataTables/extracted/2692/F5S2.csv"
